icc_match_id,match_date,match_time,home_team,away_team,match_name,tournament_name,match_type,innings_count,hawkeye_link
3276,2015-05-14,20:00,Mumbai Indians,Kolkata Knight Riders,ipl2015-51,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3276/uds/traj
3277,2015-05-15,20:00,Sunrisers Hyderabad,Royal Challengers Bangalore,ipl2015-52,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3277/uds/traj
3279,2015-05-16,20:00,Rajasthan Royals,Kolkata Knight Riders,ipl2015-54,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3279/uds/traj
3278,2015-05-16,16:00,Kings XI Punjab,Chennai Super Kings,ipl2015-53,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3278/uds/traj
3281,2015-05-17,20:00,Sunrisers Hyderabad,Mumbai Indians,ipl2015-56,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3281/uds/traj
3280,2015-05-17,16:00,Royal Challengers Bangalore,Delhi Daredevils,ipl2015-55,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3280/uds/traj
3282,2015-05-19,20:00,Chennai Super Kings,Mumbai Indians,ipl2015-57,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3282/uds/traj
3283,2015-05-20,20:00,Royal Challengers Bangalore,Rajasthan Royals,ipl2015-58,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3283/uds/traj
3284,2015-05-22,20:00,Chennai Super Kings,Royal Challengers Bangalore,ipl2015-59,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3284/uds/traj
3285,2015-05-24,20:00,Mumbai Indians,Chennai Super Kings,ipl2015-60,ipl2015,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/3285/uds/traj
4042,2016-04-09,20:00,Mumbai Indians,Rising Pune Supergiant,ipl2016-01,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4042/uds/traj
4043,2016-04-10,20:00,Kolkata Knight Riders,Delhi Daredevils,ipl2016-02,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4043/uds/traj
4044,2016-04-11,20:00,Kings XI Punjab,Gujarat Lions,ipl2016-03,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4044/uds/traj
4045,2016-04-12,20:00,Royal Challengers Bangalore,Sunrisers Hyderabad,ipl2016-04,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4045/uds/traj
4046,2016-04-13,20:00,Kolkata Knight Riders,Mumbai Indians,ipl2016-05,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4046/uds/traj
4047,2016-04-14,20:00,Gujarat Lions,Rising Pune Supergiant,ipl2016-06,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4047/uds/traj
4048,2016-04-15,20:00,Delhi Daredevils,Kings XI Punjab,ipl2016-07,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4048/uds/traj
4049,2016-04-16,16:00,Sunrisers Hyderabad,Kolkata Knight Riders,ipl2016-08,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4049/uds/traj
4050,2016-04-16,20:00,Mumbai Indians,Gujarat Lions,ipl2016-09,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4050/uds/traj
4051,2016-04-17,16:00,Kings XI Punjab,Rising Pune Supergiant,ipl2016-10,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4051/uds/traj
4052,2016-04-17,20:00,Royal Challengers Bangalore,Delhi Daredevils,ipl2016-11,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4052/uds/traj
4053,2016-04-18,20:00,Sunrisers Hyderabad,Mumbai Indians,ipl2016-12,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4053/uds/traj
4054,2016-04-19,20:00,Kings XI Punjab,Kolkata Knight Riders,ipl2016-13,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4054/uds/traj
4055,2016-04-20,20:00,Mumbai Indians,Royal Challengers Bangalore,ipl2016-14,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4055/uds/traj
4056,2016-04-21,20:00,Gujarat Lions,Sunrisers Hyderabad,ipl2016-15,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4056/uds/traj
4057,2016-04-22,20:00,Rising Pune Supergiant,Royal Challengers Bangalore,ipl2016-16,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4057/uds/traj
4058,2016-04-23,16:00,Delhi Daredevils,Mumbai Indians,ipl2016-17,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4058/uds/traj
4059,2016-04-23,20:00,Sunrisers Hyderabad,Kings XI Punjab,ipl2016-18,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4059/uds/traj
4060,2016-04-24,16:00,Gujarat Lions,Royal Challengers Bangalore,ipl2016-19,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4060/uds/traj
4061,2016-04-24,20:00,Rising Pune Supergiant,Kolkata Knight Riders,ipl2016-20,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4061/uds/traj
4062,2016-04-25,20:00,Kings XI Punjab,Mumbai Indians,ipl2016-21,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4062/uds/traj
4063,2016-04-26,20:00,Sunrisers Hyderabad,Rising Pune Supergiant,ipl2016-22,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4063/uds/traj
4064,2016-04-27,20:00,Delhi Daredevils,Gujarat Lions,ipl2016-23,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4064/uds/traj
4065,2016-04-28,20:00,Mumbai Indians,Kolkata Knight Riders,ipl2016-24,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4065/uds/traj
4066,2016-04-29,20:00,Rising Pune Supergiant,Gujarat Lions,ipl2016-25,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4066/uds/traj
4067,2016-04-30,16:00,Delhi Daredevils,Kolkata Knight Riders,ipl2016-26,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4067/uds/traj
4068,2016-04-30,20:00,Sunrisers Hyderabad,Royal Challengers Bangalore,ipl2016-27,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4068/uds/traj
4069,2016-05-01,16:00,Gujarat Lions,Kings XI Punjab,ipl2016-28,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4069/uds/traj
4070,2016-05-01,20:00,Rising Pune Supergiant,Mumbai Indians,ipl2016-29,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4070/uds/traj
4071,2016-05-02,20:00,Royal Challengers Bangalore,Kolkata Knight Riders,ipl2016-30,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4071/uds/traj
4072,2016-05-03,20:00,Gujarat Lions,Delhi Daredevils,ipl2016-31,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4072/uds/traj
4073,2016-05-04,20:00,Kolkata Knight Riders,Kings XI Punjab,ipl2016-32,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4073/uds/traj
4074,2016-05-05,20:00,Delhi Daredevils,Rising Pune Supergiant,ipl2016-33,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4074/uds/traj
4075,2016-05-06,20:00,Sunrisers Hyderabad,Gujarat Lions,ipl2016-34,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4075/uds/traj
4077,2016-05-07,20:00,Kings XI Punjab,Delhi Daredevils,ipl2016-36,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4077/uds/traj
4076,2016-05-07,16:00,Royal Challengers Bangalore,Rising Pune Supergiant,ipl2016-35,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4076/uds/traj
4078,2016-05-08,16:00,Mumbai Indians,Sunrisers Hyderabad,ipl2016-37,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4078/uds/traj
4079,2016-05-08,20:00,Kolkata Knight Riders,Gujarat Lions,ipl2016-38,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4079/uds/traj
4080,2016-05-09,20:00,Kings XI Punjab,Royal Challengers Bangalore,ipl2016-39,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4080/uds/traj
4081,2016-05-10,20:00,Rising Pune Supergiant,Sunrisers Hyderabad,ipl2016-40,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4081/uds/traj
4082,2016-05-11,20:00,Royal Challengers Bangalore,Mumbai Indians,ipl2016-41,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4082/uds/traj
4083,2016-05-12,20:00,Sunrisers Hyderabad,Delhi Daredevils,ipl2016-42,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4083/uds/traj
4084,2016-05-13,20:00,Mumbai Indians,Kings XI Punjab,ipl2016-43,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4084/uds/traj
4085,2016-05-14,16:00,Royal Challengers Bangalore,Gujarat Lions,ipl2016-44,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4085/uds/traj
4086,2016-05-14,20:00,Kolkata Knight Riders,Rising Pune Supergiant,ipl2016-45,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4086/uds/traj
4088,2016-05-15,20:00,Mumbai Indians,Delhi Daredevils,ipl2016-47,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4088/uds/traj
4087,2016-05-15,16:00,Kings XI Punjab,Sunrisers Hyderabad,ipl2016-46,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4087/uds/traj
4089,2016-05-16,20:00,Kolkata Knight Riders,Royal Challengers Bangalore,ipl2016-48,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4089/uds/traj
4090,2016-05-17,20:00,Rising Pune Supergiant,Delhi Daredevils,ipl2016-49,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4090/uds/traj
4091,2016-05-18,20:00,Royal Challengers Bangalore,Kings XI Punjab,ipl2016-50,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4091/uds/traj
4092,2016-05-19,20:00,Gujarat Lions,Kolkata Knight Riders,ipl2016-51,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4092/uds/traj
4093,2016-05-20,20:00,Delhi Daredevils,Sunrisers Hyderabad,ipl2016-52,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4093/uds/traj
4095,2016-05-21,20:00,Gujarat Lions,Mumbai Indians,ipl2016-54,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4095/uds/traj
4094,2016-05-21,16:00,Rising Pune Supergiant,Kings XI Punjab,ipl2016-53,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4094/uds/traj
4096,2016-05-22,16:00,Kolkata Knight Riders,Sunrisers Hyderabad,ipl2016-55,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4096/uds/traj
4097,2016-05-22,20:00,Delhi Daredevils,Royal Challengers Bangalore,ipl2016-56,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4097/uds/traj
4098,2016-05-24,20:00,Gujarat Lions,Royal Challengers Bangalore,ipl2016-57,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4098/uds/traj
4099,2016-05-25,20:00,Sunrisers Hyderabad,Kolkata Knight Riders,ipl2016-58,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4099/uds/traj
4100,2016-05-27,20:00,Gujarat Lions,Sunrisers Hyderabad,ipl2016-59,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4100/uds/traj
4101,2016-05-29,20:00,Royal Challengers Bangalore,Sunrisers Hyderabad,ipl2016-60,ipl2016,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/4101/uds/traj
5839,2017-04-05,20:00,Sunrisers Hyderabad,Royal Challengers Bangalore,ipl2017-01,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5839/uds/traj
5840,2017-04-06,20:00,Rising Pune Supergiant,Mumbai Indians,ipl2017-02,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5840/uds/traj
5841,2017-04-07,20:00,Gujarat Lions,Kolkata Knight Riders,ipl2017-03,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5841/uds/traj
5842,2017-04-08,16:00,Kings XI Punjab,Rising Pune Supergiant,ipl2017-04,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5842/uds/traj
5843,2017-04-08,20:00,Royal Challengers Bangalore,Delhi Daredevils,ipl2017-05,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5843/uds/traj
5844,2017-04-09,16:00,Sunrisers Hyderabad,Gujarat Lions,ipl2017-06,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5844/uds/traj
5845,2017-04-09,20:00,Mumbai Indians,Kolkata Knight Riders,ipl2017-07,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5845/uds/traj
5846,2017-04-10,20:00,Kings XI Punjab,Royal Challengers Bangalore,ipl2017-08,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5846/uds/traj
5847,2017-04-11,20:00,Rising Pune Supergiant,Delhi Daredevils,ipl2017-09,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5847/uds/traj
5848,2017-04-12,20:00,Mumbai Indians,Sunrisers Hyderabad,ipl2017-10,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5848/uds/traj
5849,2017-04-13,20:00,Kolkata Knight Riders,Kings XI Punjab,ipl2017-11,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5849/uds/traj
5850,2017-04-14,16:00,Royal Challengers Bangalore,Mumbai Indians,ipl2017-12,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5850/uds/traj
5851,2017-04-14,20:00,Gujarat Lions,Rising Pune Supergiant,ipl2017-13,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5851/uds/traj
5852,2017-04-15,16:00,Kolkata Knight Riders,Sunrisers Hyderabad,ipl2017-14,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5852/uds/traj
5853,2017-04-15,20:00,Delhi Daredevils,Kings XI Punjab,ipl2017-15,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5853/uds/traj
5854,2017-04-16,16:00,Mumbai Indians,Gujarat Lions,ipl2017-16,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5854/uds/traj
5855,2017-04-16,20:00,Royal Challengers Bangalore,Rising Pune Supergiant,ipl2017-17,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5855/uds/traj
5856,2017-04-17,16:00,Delhi Daredevils,Kolkata Knight Riders,ipl2017-18,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5856/uds/traj
5857,2017-04-17,20:00,Sunrisers Hyderabad,Kings XI Punjab,ipl2017-19,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5857/uds/traj
5858,2017-04-18,20:00,Gujarat Lions,Royal Challengers Bangalore,ipl2017-20,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5858/uds/traj
5859,2017-04-19,20:00,Sunrisers Hyderabad,Delhi Daredevils,ipl2017-21,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5859/uds/traj
5860,2017-04-20,20:00,Kings XI Punjab,Mumbai Indians,ipl2017-22,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5860/uds/traj
5861,2017-04-21,20:00,Kolkata Knight Riders,Gujarat Lions,ipl2017-23,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5861/uds/traj
5862,2017-04-22,16:00,Rising Pune Supergiant,Sunrisers Hyderabad,ipl2017-24,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5862/uds/traj
5863,2017-04-22,20:00,Mumbai Indians,Delhi Daredevils,ipl2017-25,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5863/uds/traj
5864,2017-04-23,16:00,Gujarat Lions,Kings XI Punjab,ipl2017-26,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5864/uds/traj
5865,2017-04-23,20:00,Kolkata Knight Riders,Royal Challengers Bangalore,ipl2017-27,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5865/uds/traj
5866,2017-04-24,20:00,Mumbai Indians,Rising Pune Supergiant,ipl2017-28,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5866/uds/traj
5867,2017-04-25,20:00,Royal Challengers Bangalore,Sunrisers Hyderabad,ipl2017-29,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5867/uds/traj
5868,2017-04-26,20:00,Rising Pune Supergiant,Kolkata Knight Riders,ipl2017-30,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5868/uds/traj
5869,2017-04-27,20:00,Royal Challengers Bangalore,Gujarat Lions,ipl2017-31,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5869/uds/traj
5870,2017-04-28,16:00,Kolkata Knight Riders,Delhi Daredevils,ipl2017-32,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5870/uds/traj
5871,2017-04-28,20:00,Kings XI Punjab,Sunrisers Hyderabad,ipl2017-33,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5871/uds/traj
5872,2017-04-29,16:00,Rising Pune Supergiant,Royal Challengers Bangalore,ipl2017-34,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5872/uds/traj
5873,2017-04-29,20:00,Gujarat Lions,Mumbai Indians,ipl2017-35,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5873/uds/traj
5874,2017-04-30,16:00,Kings XI Punjab,Delhi Daredevils,ipl2017-36,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5874/uds/traj
5875,2017-04-30,20:00,Sunrisers Hyderabad,Kolkata Knight Riders,ipl2017-37,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5875/uds/traj
5876,2017-05-01,16:00,Mumbai Indians,Royal Challengers Bangalore,ipl2017-38,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5876/uds/traj
5877,2017-05-01,20:00,Rising Pune Supergiant,Gujarat Lions,ipl2017-39,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5877/uds/traj
5878,2017-05-02,20:00,Delhi Daredevils,Sunrisers Hyderabad,ipl2017-40,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5878/uds/traj
5879,2017-05-03,20:00,Kolkata Knight Riders,Rising Pune Supergiant,ipl2017-41,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5879/uds/traj
5880,2017-05-04,20:00,Delhi Daredevils,Gujarat Lions,ipl2017-42,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5880/uds/traj
5881,2017-05-05,20:00,Royal Challengers Bangalore,Kings XI Punjab,ipl2017-43,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5881/uds/traj
5882,2017-05-06,16:00,Sunrisers Hyderabad,Rising Pune Supergiant,ipl2017-44,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5882/uds/traj
5883,2017-05-06,20:00,Delhi Daredevils,Mumbai Indians,ipl2017-45,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5883/uds/traj
5885,2017-05-07,20:00,Kings XI Punjab,Gujarat Lions,ipl2017-47,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5885/uds/traj
5884,2017-05-07,16:00,Royal Challengers Bangalore,Kolkata Knight Riders,ipl2017-46,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5884/uds/traj
5886,2017-05-08,20:00,Sunrisers Hyderabad,Mumbai Indians,ipl2017-48,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5886/uds/traj
5887,2017-05-09,20:00,Kings XI Punjab,Kolkata Knight Riders,ipl2017-49,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5887/uds/traj
5888,2017-05-10,20:00,Gujarat Lions,Delhi Daredevils,ipl2017-50,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5888/uds/traj
5889,2017-05-11,20:00,Mumbai Indians,Kings XI Punjab,ipl2017-51,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5889/uds/traj
5890,2017-05-12,20:00,Delhi Daredevils,Rising Pune Supergiant,ipl2017-52,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5890/uds/traj
5892,2017-05-13,20:00,Kolkata Knight Riders,Mumbai Indians,ipl2017-54,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5892/uds/traj
5891,2017-05-13,16:00,Gujarat Lions,Sunrisers Hyderabad,ipl2017-53,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5891/uds/traj
5894,2017-05-14,20:00,Delhi Daredevils,Royal Challengers Bangalore,ipl2017-56,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5894/uds/traj
5893,2017-05-14,16:00,Rising Pune Supergiant,Kings XI Punjab,ipl2017-55,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5893/uds/traj
5895,2017-05-16,20:00,Mumbai Indians,Rising Pune Supergiant,ipl2017-57,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5895/uds/traj
5896,2017-05-17,20:00,Sunrisers Hyderabad,Kolkata Knight Riders,ipl2017-58,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5896/uds/traj
5897,2017-05-19,20:00,Mumbai Indians,Kolkata Knight Riders,ipl2017-59,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5897/uds/traj
5898,2017-05-21,20:00,Rising Pune Supergiant,Mumbai Indians,ipl2017-60,ipl2017,IPLT20,2,http://cricketapi-icc.pulselive.com/fixtures/5898/uds/traj
